hour,day,month,dayofweek,load_lag_1,load_lag_24
23,15,6,2,28782.0,26966.0
0,16,6,3,26955.0,25854.0
1,16,6,3,25872.0,25528.0
2,16,6,3,25429.0,25676.0
3,16,6,3,25683.0,26092.0
4,16,6,3,26138.0,29067.0
5,16,6,3,29228.0,33998.0
6,16,6,3,34205.0,38389.0
7,16,6,3,39310.0,39807.0
8,16,6,3,40874.0,39975.0
9,16,6,3,41139.0,39750.0
10,16,6,3,40973.0,37805.0
11,16,6,3,39137.0,37555.0
12,16,6,3,39442.0,38561.0
13,16,6,3,40321.0,38848.0
14,16,6,3,41003.0,39143.0
15,16,6,3,41200.0,38543.0
16,16,6,3,40400.0,37889.0
17,16,6,3,39176.0,37864.0
18,16,6,3,38944.0,37266.0
19,16,6,3,38168.0,37293.0
20,16,6,3,38025.0,34668.0
21,16,6,3,35473.0,31563.0
22,16,6,3,32249.0,28782.0
23,16,6,3,29147.0,26955.0
0,17,6,4,27420.0,25872.0
1,17,6,4,26415.0,25429.0
2,17,6,4,26020.0,25683.0
3,17,6,4,26036.0,26138.0
4,17,6,4,26077.0,29228.0
5,17,6,4,29073.0,34205.0
6,17,6,4,33832.0,39310.0
7,17,6,4,38314.0,40874.0
8,17,6,4,39863.0,41139.0
9,17,6,4,40044.0,40973.0
10,17,6,4,39844.0,39137.0
11,17,6,4,38102.0,39442.0
12,17,6,4,37298.0,40321.0
13,17,6,4,37828.0,41003.0
14,17,6,4,37987.0,41200.0
15,17,6,4,38135.0,40400.0
16,17,6,4,37497.0,39176.0
17,17,6,4,36812.0,38944.0
18,17,6,4,36701.0,38168.0
19,17,6,4,36418.0,38025.0
20,17,6,4,36231.0,35473.0
21,17,6,4,33507.0,32249.0
22,17,6,4,30558.0,29147.0
23,17,6,4,27858.0,27420.0
0,18,6,5,25921.0,26415.0
1,18,6,5,24835.0,26020.0
2,18,6,5,24388.0,26036.0
3,18,6,5,24163.0,26077.0
4,18,6,5,23460.0,29073.0
5,18,6,5,24178.0,33832.0
6,18,6,5,27072.0,38314.0
7,18,6,5,29871.0,39863.0
8,18,6,5,31307.0,40044.0
9,18,6,5,31321.0,39844.0
10,18,6,5,30824.0,38102.0
11,18,6,5,29649.0,37298.0
12,18,6,5,28644.0,37828.0
13,18,6,5,27798.0,37987.0
14,18,6,5,27827.0,38135.0
15,18,6,5,28100.0,37497.0
16,18,6,5,28993.0,36812.0
17,18,6,5,30006.0,36701.0
18,18,6,5,30681.0,36418.0
19,18,6,5,30319.0,36231.0
20,18,6,5,30621.0,33507.0
21,18,6,5,28976.0,30558.0
22,18,6,5,26941.0,27858.0
23,18,6,5,24530.0,25921.0
0,19,6,6,23080.0,24835.0
1,19,6,6,21920.0,24388.0
2,19,6,6,21193.0,24163.0
3,19,6,6,21089.0,23460.0
4,19,6,6,20424.0,24178.0
5,19,6,6,20215.0,27072.0
6,19,6,6,21478.0,29871.0
7,19,6,6,23430.0,31307.0
8,19,6,6,25517.0,31321.0
9,19,6,6,26275.0,30824.0
10,19,6,6,26187.0,29649.0
11,19,6,6,26780.0,28644.0
12,19,6,6,26026.0,27798.0
13,19,6,6,25154.0,27827.0
14,19,6,6,24958.0,28100.0
15,19,6,6,25000.0,28993.0
16,19,6,6,25304.0,30006.0
17,19,6,6,25580.0,30681.0
18,19,6,6,26314.0,30319.0
19,19,6,6,26882.0,30621.0
20,19,6,6,28249.0,28976.0
21,19,6,6,27475.0,26941.0
22,19,6,6,25290.0,24530.0
23,19,6,6,23035.0,23080.0
0,20,6,0,21552.0,21920.0
1,20,6,0,20797.0,21193.0
2,20,6,0,20593.0,21089.0
3,20,6,0,20993.0,20424.0
4,20,6,0,21883.0,20215.0
5,20,6,0,25898.0,21478.0
6,20,6,0,31488.0,23430.0
7,20,6,0,36429.0,25517.0
8,20,6,0,38179.0,26275.0
9,20,6,0,38911.0,26187.0
10,20,6,0,38685.0,26780.0
11,20,6,0,36538.0,26026.0
12,20,6,0,36628.0,25154.0
13,20,6,0,37569.0,24958.0
14,20,6,0,38139.0,25000.0
15,20,6,0,38373.0,25304.0
16,20,6,0,36947.0,25580.0
17,20,6,0,36374.0,26314.0
18,20,6,0,36276.0,26882.0
19,20,6,0,35789.0,28249.0
20,20,6,0,36191.0,27475.0
21,20,6,0,33763.0,25290.0
22,20,6,0,30554.0,23035.0
23,20,6,0,27621.0,21552.0
0,21,6,1,25786.0,20797.0
1,21,6,1,24752.0,20593.0
2,21,6,1,24416.0,20993.0
3,21,6,1,24814.0,21883.0
4,21,6,1,25121.0,25898.0
5,21,6,1,28130.0,31488.0
6,21,6,1,33265.0,36429.0
7,21,6,1,38036.0,38179.0
8,21,6,1,39995.0,38911.0
9,21,6,1,40424.0,38685.0
10,21,6,1,40226.0,36538.0
11,21,6,1,38222.0,36628.0
12,21,6,1,37977.0,37569.0
13,21,6,1,38986.0,38139.0
14,21,6,1,39127.0,38373.0
15,21,6,1,39340.0,36947.0
16,21,6,1,38483.0,36374.0
17,21,6,1,38052.0,36276.0
18,21,6,1,37938.0,35789.0
19,21,6,1,37594.0,36191.0
20,21,6,1,37621.0,33763.0
21,21,6,1,35069.0,30554.0
22,21,6,1,31812.0,27621.0
23,21,6,1,29041.0,25786.0
0,22,6,2,27162.0,24752.0
1,22,6,2,26186.0,24416.0
2,22,6,2,25738.0,24814.0
3,22,6,2,25951.0,25121.0
4,22,6,2,26141.0,28130.0
5,22,6,2,29240.0,33265.0
6,22,6,2,34353.0,38036.0
7,22,6,2,39660.0,39995.0
8,22,6,2,41532.0,40424.0
9,22,6,2,42042.0,40226.0
10,22,6,2,42154.0,38222.0
11,22,6,2,40226.0,37977.0
12,22,6,2,39795.0,38986.0
13,22,6,2,40520.0,39127.0
14,22,6,2,41110.0,39340.0
15,22,6,2,41227.0,38483.0
16,22,6,2,40380.0,38052.0
17,22,6,2,39445.0,37938.0
18,22,6,2,39378.0,37594.0
19,22,6,2,38637.0,37621.0
20,22,6,2,38097.0,35069.0
21,22,6,2,35785.0,31812.0
22,22,6,2,32838.0,29041.0
23,22,6,2,29804.0,27162.0
0,23,6,3,27826.0,26186.0
1,23,6,3,26712.0,25738.0
2,23,6,3,26411.0,25951.0
3,23,6,3,26511.0,26141.0
4,23,6,3,26892.0,29240.0
5,23,6,3,30069.0,34353.0
6,23,6,3,35125.0,39660.0
7,23,6,3,40310.0,41532.0
8,23,6,3,42652.0,42042.0
9,23,6,3,43076.0,42154.0
10,23,6,3,43164.0,40226.0
11,23,6,3,41047.0,39795.0
12,23,6,3,40992.0,40520.0
13,23,6,3,42267.0,41110.0
14,23,6,3,42934.0,41227.0
15,23,6,3,43357.0,40380.0
16,23,6,3,42490.0,39445.0
17,23,6,3,41551.0,39378.0
18,23,6,3,41041.0,38637.0
19,23,6,3,39963.0,38097.0
20,23,6,3,39877.0,35785.0
21,23,6,3,36979.0,32838.0
22,23,6,3,34401.0,29804.0
23,23,6,3,31333.0,27826.0
0,24,6,4,29289.0,26712.0
1,24,6,4,28077.0,26411.0
2,24,6,4,27628.0,26511.0
3,24,6,4,27624.0,26892.0
4,24,6,4,27834.0,30069.0
5,24,6,4,30551.0,35125.0
6,24,6,4,35879.0,40310.0
7,24,6,4,40638.0,42652.0
8,24,6,4,42850.0,43076.0
9,24,6,4,43608.0,43164.0
10,24,6,4,44234.0,41047.0
11,24,6,4,42344.0,40992.0
12,24,6,4,41677.0,42267.0
13,24,6,4,41894.0,42934.0
14,24,6,4,42704.0,43357.0
15,24,6,4,43072.0,42490.0
16,24,6,4,42008.0,41551.0
17,24,6,4,41370.0,41041.0
18,24,6,4,41339.0,39963.0
19,24,6,4,40357.0,39877.0
20,24,6,4,39797.0,36979.0
21,24,6,4,37528.0,34401.0
22,24,6,4,34396.0,31333.0
23,24,6,4,32091.0,29289.0
0,25,6,5,29898.0,28077.0
1,25,6,5,28446.0,27628.0
2,25,6,5,27506.0,27624.0
3,25,6,5,27103.0,27834.0
4,25,6,5,26279.0,30551.0
5,25,6,5,26975.0,35879.0
6,25,6,5,30035.0,40638.0
7,25,6,5,33149.0,42850.0
8,25,6,5,35319.0,43608.0
9,25,6,5,35990.0,44234.0
10,25,6,5,35856.0,42344.0
11,25,6,5,34692.0,41677.0
12,25,6,5,33528.0,41894.0
13,25,6,5,32335.0,42704.0
14,25,6,5,32294.0,43072.0
15,25,6,5,32798.0,42008.0
16,25,6,5,34198.0,41370.0
17,25,6,5,34822.0,41339.0
18,25,6,5,35079.0,40357.0
19,25,6,5,34162.0,39797.0
20,25,6,5,34088.0,37528.0
21,25,6,5,32362.0,34396.0
22,25,6,5,30269.0,32091.0
23,25,6,5,28349.0,29898.0
0,26,6,6,26343.0,28446.0
1,26,6,6,25032.0,27506.0
2,26,6,6,24225.0,27103.0
3,26,6,6,23788.0,26279.0
4,26,6,6,22934.0,26975.0
5,26,6,6,22490.0,30035.0
6,26,6,6,24075.0,33149.0
7,26,6,6,25667.0,35319.0
8,26,6,6,27172.0,35990.0
9,26,6,6,28442.0,35856.0
10,26,6,6,29064.0,34692.0
11,26,6,6,29045.0,33528.0
12,26,6,6,28146.0,32335.0
13,26,6,6,26018.0,32294.0
14,26,6,6,26484.0,32798.0
15,26,6,6,27444.0,34198.0
16,26,6,6,28330.0,34822.0
17,26,6,6,29938.0,35079.0
18,26,6,6,31293.0,34162.0
19,26,6,6,31743.0,34088.0
20,26,6,6,32767.0,32362.0
21,26,6,6,31537.0,30269.0
22,26,6,6,29139.0,28349.0
23,26,6,6,26446.0,26343.0
0,27,6,0,24561.0,25032.0
1,27,6,0,23633.0,24225.0
2,27,6,0,23364.0,23788.0
3,27,6,0,23514.0,22934.0
4,27,6,0,24420.0,22490.0
5,27,6,0,28306.0,24075.0
6,27,6,0,34122.0,25667.0
7,27,6,0,39322.0,27172.0
8,27,6,0,41280.0,28442.0
9,27,6,0,41499.0,29064.0
10,27,6,0,42248.0,29045.0
11,27,6,0,40563.0,28146.0
12,27,6,0,40901.0,26018.0
13,27,6,0,41887.0,26484.0
14,27,6,0,41983.0,27444.0
15,27,6,0,42052.0,28330.0
16,27,6,0,40571.0,29938.0
17,27,6,0,39216.0,31293.0
18,27,6,0,38424.0,31743.0
19,27,6,0,38033.0,32767.0
20,27,6,0,38301.0,31537.0
21,27,6,0,36106.0,29139.0
22,27,6,0,33193.0,26446.0
23,27,6,0,30508.0,24561.0
0,28,6,1,28559.0,23633.0
1,28,6,1,27500.0,23364.0
2,28,6,1,27022.0,23514.0
3,28,6,1,26948.0,24420.0
4,28,6,1,27135.0,28306.0
5,28,6,1,30215.0,34122.0
6,28,6,1,35653.0,39322.0
7,28,6,1,40686.0,41280.0
8,28,6,1,42983.0,41499.0
9,28,6,1,43572.0,42248.0
10,28,6,1,43707.0,40563.0
11,28,6,1,41494.0,40901.0
12,28,6,1,41089.0,41887.0
13,28,6,1,41544.0,41983.0
14,28,6,1,41988.0,42052.0
15,28,6,1,42356.0,40571.0
16,28,6,1,41658.0,39216.0
17,28,6,1,40616.0,38424.0
18,28,6,1,40093.0,38033.0
19,28,6,1,39154.0,38301.0
20,28,6,1,39072.0,36106.0
21,28,6,1,36996.0,33193.0
22,28,6,1,33919.0,30508.0
23,28,6,1,31266.0,28559.0
0,29,6,2,29113.0,27500.0
1,29,6,2,28110.0,27022.0
2,29,6,2,27432.0,26948.0
3,29,6,2,27457.0,27135.0
4,29,6,2,27566.0,30215.0
5,29,6,2,30689.0,35653.0
6,29,6,2,35512.0,40686.0
7,29,6,2,40942.0,42983.0
8,29,6,2,43324.0,43572.0
9,29,6,2,43806.0,43707.0
10,29,6,2,43488.0,41494.0
11,29,6,2,41679.0,41089.0
12,29,6,2,41100.0,41544.0
13,29,6,2,42168.0,41988.0
14,29,6,2,42764.0,42356.0
15,29,6,2,43163.0,41658.0
16,29,6,2,42626.0,40616.0
17,29,6,2,41541.0,40093.0
18,29,6,2,40897.0,39154.0
19,29,6,2,40511.0,39072.0
20,29,6,2,40463.0,36996.0
21,29,6,2,38057.0,33919.0
22,29,6,2,34721.0,31266.0
23,29,6,2,31390.0,29113.0
0,30,6,3,29480.0,28110.0
1,30,6,3,28156.0,27432.0
2,30,6,3,27653.0,27457.0
3,30,6,3,27715.0,27566.0
4,30,6,3,28024.0,30689.0
5,30,6,3,30743.0,35512.0
6,30,6,3,36379.0,40942.0
7,30,6,3,41455.0,43324.0
8,30,6,3,43895.0,43806.0
9,30,6,3,44277.0,43488.0
10,30,6,3,44538.0,41679.0
11,30,6,3,42829.0,41100.0
12,30,6,3,42474.0,42168.0
13,30,6,3,43701.0,42764.0
14,30,6,3,44304.0,43163.0
15,30,6,3,44632.0,42626.0
16,30,6,3,43402.0,41541.0
17,30,6,3,42410.0,40897.0
18,30,6,3,41935.0,40511.0
19,30,6,3,40695.0,40463.0
20,30,6,3,40550.0,38057.0
21,30,6,3,38163.0,34721.0
22,30,6,3,35240.0,31390.0
23,30,6,3,31978.0,29480.0
0,1,7,4,29839.0,28156.0
1,1,7,4,28593.0,27653.0
2,1,7,4,27996.0,27715.0
3,1,7,4,27855.0,28024.0
4,1,7,4,27746.0,30743.0
5,1,7,4,30413.0,36379.0
6,1,7,4,35585.0,41455.0
7,1,7,4,40602.0,43895.0
8,1,7,4,42985.0,44277.0
9,1,7,4,43588.0,44538.0
10,1,7,4,43943.0,42829.0
11,1,7,4,42716.0,42474.0
12,1,7,4,42569.0,43701.0
13,1,7,4,43371.0,44304.0
14,1,7,4,43402.0,44632.0
15,1,7,4,43438.0,43402.0
16,1,7,4,42922.0,42410.0
17,1,7,4,42286.0,41935.0
18,1,7,4,41746.0,40695.0
19,1,7,4,40807.0,40550.0
20,1,7,4,40586.0,38163.0
21,1,7,4,38397.0,35240.0
22,1,7,4,34997.0,31978.0
23,1,7,4,31959.0,29839.0
0,2,7,5,29678.0,28593.0
1,2,7,5,28015.0,27996.0
2,2,7,5,27247.0,27855.0
3,2,7,5,26803.0,27746.0
4,2,7,5,26074.0,30413.0
5,2,7,5,26830.0,35585.0
6,2,7,5,29716.0,40602.0
7,2,7,5,32570.0,42985.0
8,2,7,5,34550.0,43588.0
9,2,7,5,34953.0,43943.0
10,2,7,5,34869.0,42716.0
11,2,7,5,33978.0,42569.0
12,2,7,5,33006.0,43371.0
13,2,7,5,32343.0,43402.0
14,2,7,5,31833.0,43438.0
15,2,7,5,32313.0,42922.0
16,2,7,5,33322.0,42286.0
17,2,7,5,34809.0,41746.0
18,2,7,5,35316.0,40807.0
19,2,7,5,34589.0,40586.0
20,2,7,5,34185.0,38397.0
21,2,7,5,32446.0,34997.0
22,2,7,5,30447.0,31959.0
23,2,7,5,28826.0,29678.0
0,3,7,6,26570.0,28015.0
1,3,7,6,25087.0,27247.0
2,3,7,6,24295.0,26803.0
3,3,7,6,23781.0,26074.0
4,3,7,6,23037.0,26830.0
5,3,7,6,22365.0,29716.0
6,3,7,6,23703.0,32570.0
7,3,7,6,25418.0,34550.0
8,3,7,6,26975.0,34953.0
9,3,7,6,28034.0,34869.0
10,3,7,6,28429.0,33978.0
11,3,7,6,28613.0,33006.0
12,3,7,6,27981.0,32343.0
13,3,7,6,27300.0,31833.0
14,3,7,6,26988.0,32313.0
15,3,7,6,27349.0,33322.0
16,3,7,6,28534.0,34809.0
17,3,7,6,29919.0,35316.0
18,3,7,6,31866.0,34589.0
19,3,7,6,32372.0,34185.0
20,3,7,6,33653.0,32446.0
21,3,7,6,32697.0,30447.0
22,3,7,6,30286.0,28826.0
23,3,7,6,27385.0,26570.0
0,4,7,0,25528.0,25087.0
1,4,7,0,24466.0,24295.0
2,4,7,0,24190.0,23781.0
3,4,7,0,24574.0,23037.0
4,4,7,0,25603.0,22365.0
5,4,7,0,29657.0,23703.0
6,4,7,0,35294.0,25418.0
7,4,7,0,41168.0,26975.0
8,4,7,0,43442.0,28034.0
9,4,7,0,43775.0,28429.0
10,4,7,0,44176.0,28613.0
11,4,7,0,42596.0,27981.0
12,4,7,0,42470.0,27300.0
13,4,7,0,42416.0,26988.0
14,4,7,0,42732.0,27349.0
15,4,7,0,43037.0,28534.0
16,4,7,0,42755.0,29919.0
17,4,7,0,41644.0,31866.0
18,4,7,0,41292.0,32372.0
19,4,7,0,40464.0,33653.0
20,4,7,0,40526.0,32697.0
21,4,7,0,38258.0,30286.0
22,4,7,0,35097.0,27385.0
23,4,7,0,32043.0,25528.0
0,5,7,1,29997.0,24466.0
1,5,7,1,28806.0,24190.0
2,5,7,1,28273.0,24574.0
3,5,7,1,28272.0,25603.0
4,5,7,1,28642.0,29657.0
5,5,7,1,31565.0,35294.0
6,5,7,1,37037.0,41168.0
7,5,7,1,42134.0,43442.0
8,5,7,1,44589.0,43775.0
9,5,7,1,45394.0,44176.0
10,5,7,1,45301.0,42596.0
11,5,7,1,43921.0,42470.0
12,5,7,1,43571.0,42416.0
13,5,7,1,44721.0,42732.0
14,5,7,1,45088.0,43037.0
15,5,7,1,45353.0,42755.0
16,5,7,1,44841.0,41644.0
17,5,7,1,43576.0,41292.0
18,5,7,1,42490.0,40464.0
19,5,7,1,41395.0,40526.0
20,5,7,1,41095.0,38258.0
21,5,7,1,38665.0,35097.0
22,5,7,1,35642.0,32043.0
23,5,7,1,32444.0,29997.0
0,6,7,2,30330.0,28806.0
1,6,7,2,29095.0,28273.0
2,6,7,2,28560.0,28272.0
3,6,7,2,28519.0,28642.0
4,6,7,2,28684.0,31565.0
5,6,7,2,31530.0,37037.0
6,6,7,2,36907.0,42134.0
7,6,7,2,42005.0,44589.0
8,6,7,2,44009.0,45394.0
9,6,7,2,44709.0,45301.0
10,6,7,2,45081.0,43921.0
11,6,7,2,43898.0,43571.0
12,6,7,2,43965.0,44721.0
13,6,7,2,44476.0,45088.0
14,6,7,2,45522.0,45353.0
15,6,7,2,45721.0,44841.0
16,6,7,2,44484.0,43576.0
17,6,7,2,43516.0,42490.0
18,6,7,2,42966.0,41395.0
19,6,7,2,41859.0,41095.0
20,6,7,2,41569.0,38665.0
21,6,7,2,39208.0,35642.0
22,6,7,2,35862.0,32444.0
23,6,7,2,32785.0,30330.0
0,7,7,3,30510.0,29095.0
1,7,7,3,29320.0,28560.0
2,7,7,3,28762.0,28519.0
3,7,7,3,28735.0,28684.0
4,7,7,3,28990.0,31530.0
5,7,7,3,31724.0,36907.0
6,7,7,3,37142.0,42005.0
7,7,7,3,42227.0,44009.0
8,7,7,3,44850.0,44709.0
9,7,7,3,45405.0,45081.0
10,7,7,3,45560.0,43898.0
11,7,7,3,43866.0,43965.0
12,7,7,3,43862.0,44476.0
13,7,7,3,44192.0,45522.0
14,7,7,3,44789.0,45721.0
15,7,7,3,45477.0,44484.0
16,7,7,3,45010.0,43516.0
17,7,7,3,43741.0,42966.0
18,7,7,3,43257.0,41859.0
19,7,7,3,42251.0,41569.0
20,7,7,3,42293.0,39208.0
21,7,7,3,40144.0,35862.0
22,7,7,3,36791.0,32785.0
23,7,7,3,33360.0,30510.0
0,8,7,4,31149.0,29320.0
1,8,7,4,29663.0,28762.0
2,8,7,4,29092.0,28735.0
3,8,7,4,28878.0,28990.0
4,8,7,4,29282.0,31724.0
5,8,7,4,32196.0,37142.0
6,8,7,4,37693.0,42227.0
7,8,7,4,42802.0,44850.0
8,8,7,4,45321.0,45405.0
9,8,7,4,46017.0,45560.0
10,8,7,4,46116.0,43866.0
11,8,7,4,44702.0,43862.0
12,8,7,4,44373.0,44192.0
13,8,7,4,45786.0,44789.0
14,8,7,4,45674.0,45477.0
15,8,7,4,45839.0,45010.0
16,8,7,4,44685.0,43741.0
17,8,7,4,43605.0,43257.0
18,8,7,4,43075.0,42251.0
19,8,7,4,41698.0,42293.0
20,8,7,4,41604.0,40144.0
21,8,7,4,39150.0,36791.0
22,8,7,4,36055.0,33360.0
23,8,7,4,33245.0,31149.0
0,9,7,5,30880.0,29663.0
1,9,7,5,29309.0,29092.0
2,9,7,5,28438.0,28878.0
3,9,7,5,27869.0,29282.0
4,9,7,5,27271.0,32196.0
5,9,7,5,27745.0,37693.0
6,9,7,5,30752.0,42802.0
7,9,7,5,33874.0,45321.0
8,9,7,5,36000.0,46017.0
9,9,7,5,36346.0,46116.0
10,9,7,5,36277.0,44702.0
11,9,7,5,34943.0,44373.0
12,9,7,5,33968.0,45786.0
13,9,7,5,33541.0,45674.0
14,9,7,5,33221.0,45839.0
15,9,7,5,33715.0,44685.0
16,9,7,5,35142.0,43605.0
17,9,7,5,35878.0,43075.0
18,9,7,5,36197.0,41698.0
19,9,7,5,36016.0,41604.0
20,9,7,5,36114.0,39150.0
21,9,7,5,34576.0,36055.0
22,9,7,5,32327.0,33245.0
23,9,7,5,30009.0,30880.0
0,10,7,6,27960.0,29309.0
1,10,7,6,26707.0,28438.0
2,10,7,6,25739.0,27869.0
3,10,7,6,25226.0,27271.0
4,10,7,6,24606.0,27745.0
5,10,7,6,23923.0,30752.0
6,10,7,6,25062.0,33874.0
7,10,7,6,27008.0,36000.0
8,10,7,6,28542.0,36346.0
9,10,7,6,29532.0,36277.0
10,10,7,6,29967.0,34943.0
11,10,7,6,30520.0,33968.0
12,10,7,6,30112.0,33541.0
13,10,7,6,29601.0,33221.0
14,10,7,6,29470.0,33715.0
15,10,7,6,29995.0,35142.0
16,10,7,6,30828.0,35878.0
17,10,7,6,32181.0,36197.0
18,10,7,6,33668.0,36016.0
19,10,7,6,34476.0,36114.0
20,10,7,6,36080.0,34576.0
21,10,7,6,35175.0,32327.0
22,10,7,6,32607.0,30009.0
23,10,7,6,29826.0,27960.0
0,11,7,0,27589.0,26707.0
1,11,7,0,26401.0,25739.0
2,11,7,0,26045.0,25226.0
3,11,7,0,26286.0,24606.0
4,11,7,0,27257.0,23923.0
5,11,7,0,30944.0,25062.0
6,11,7,0,36863.0,27008.0
7,11,7,0,39545.0,28542.0
8,11,7,0,39201.0,29532.0
9,11,7,0,40167.0,29967.0
10,11,7,0,41036.0,30520.0
11,11,7,0,40106.0,30112.0
12,11,7,0,40831.0,29601.0
13,11,7,0,42223.0,29470.0
14,11,7,0,42612.0,29995.0
15,11,7,0,42347.0,30828.0
16,11,7,0,41926.0,32181.0
17,11,7,0,40400.0,33668.0
18,11,7,0,39733.0,34476.0
19,11,7,0,38002.0,36080.0
20,11,7,0,37561.0,35175.0
21,11,7,0,34797.0,32607.0
22,11,7,0,32013.0,29826.0
23,11,7,0,34883.0,27589.0
0,12,7,1,32424.0,26401.0
1,12,7,1,30765.0,26045.0
2,12,7,1,30237.0,26286.0
3,12,7,1,30117.0,27257.0
4,12,7,1,30618.0,30944.0
5,12,7,1,33417.0,36863.0
6,12,7,1,39108.0,39545.0
7,12,7,1,44709.0,39201.0
8,12,7,1,47382.0,40167.0
9,12,7,1,48231.0,41036.0
10,12,7,1,48918.0,40106.0
11,12,7,1,47219.0,40831.0
12,12,7,1,47433.0,42223.0
13,12,7,1,48986.0,42612.0
14,12,7,1,48904.0,42347.0
15,12,7,1,48984.0,41926.0
16,12,7,1,47824.0,40400.0
17,12,7,1,46306.0,39733.0
18,12,7,1,45473.0,38002.0
19,12,7,1,44035.0,37561.0
20,12,7,1,44182.0,34797.0
21,12,7,1,41522.0,32013.0
22,12,7,1,38284.0,34883.0
23,12,7,1,34753.0,32424.0
0,13,7,2,32335.0,30765.0
1,13,7,2,31014.0,30237.0
2,13,7,2,30289.0,30117.0
3,13,7,2,30097.0,30618.0
4,13,7,2,30579.0,33417.0
5,13,7,2,33100.0,39108.0
6,13,7,2,38733.0,44709.0
7,13,7,2,44163.0,47382.0
8,13,7,2,46750.0,48231.0
9,13,7,2,47853.0,48918.0
10,13,7,2,48663.0,47219.0
11,13,7,2,46765.0,47433.0
12,13,7,2,46628.0,48986.0
13,13,7,2,47973.0,48904.0
14,13,7,2,47897.0,48984.0
15,13,7,2,48101.0,47824.0
16,13,7,2,46779.0,46306.0
17,13,7,2,44652.0,45473.0
18,13,7,2,43473.0,44035.0
19,13,7,2,41919.0,44182.0
20,13,7,2,41519.0,41522.0
21,13,7,2,38249.0,38284.0
22,13,7,2,35700.0,34753.0
23,13,7,2,32714.0,32335.0
0,14,7,3,30879.0,31014.0
1,14,7,3,29605.0,30289.0
2,14,7,3,28963.0,30097.0
3,14,7,3,28734.0,30579.0
4,14,7,3,29258.0,33100.0
5,14,7,3,31662.0,38733.0
6,14,7,3,36694.0,44163.0
7,14,7,3,41438.0,46750.0
8,14,7,3,43282.0,47853.0
9,14,7,3,43742.0,48663.0
10,14,7,3,43696.0,46765.0
11,14,7,3,41644.0,46628.0
12,14,7,3,41114.0,47973.0
13,14,7,3,42631.0,47897.0
14,14,7,3,43082.0,48101.0
15,14,7,3,43529.0,46779.0
16,14,7,3,43049.0,44652.0
17,14,7,3,41808.0,43473.0
18,14,7,3,40935.0,41919.0
19,14,7,3,39944.0,41519.0
20,14,7,3,39701.0,38249.0
21,14,7,3,37085.0,35700.0
22,14,7,3,34368.0,32714.0
23,14,7,3,31653.0,30879.0
0,15,7,4,29554.0,29605.0
1,15,7,4,28437.0,28963.0
2,15,7,4,27788.0,28734.0
3,15,7,4,27839.0,29258.0
4,15,7,4,28584.0,31662.0
5,15,7,4,31001.0,36694.0
6,15,7,4,35925.0,41438.0
7,15,7,4,40404.0,43282.0
8,15,7,4,42135.0,43742.0
9,15,7,4,42440.0,43696.0
10,15,7,4,42318.0,41644.0
11,15,7,4,40483.0,41114.0
12,15,7,4,39754.0,42631.0
13,15,7,4,39485.0,43082.0
14,15,7,4,39686.0,43529.0
15,15,7,4,39728.0,43049.0
16,15,7,4,39161.0,41808.0
17,15,7,4,38059.0,40935.0
18,15,7,4,37433.0,39944.0
19,15,7,4,36838.0,39701.0
20,15,7,4,36646.0,37085.0
21,15,7,4,34154.0,34368.0
22,15,7,4,31556.0,31653.0
23,15,7,4,29470.0,29554.0
0,16,7,5,27756.0,28437.0
1,16,7,5,26536.0,27788.0
2,16,7,5,25966.0,27839.0
3,16,7,5,25665.0,28584.0
4,16,7,5,25339.0,31001.0
5,16,7,5,25627.0,35925.0
6,16,7,5,28255.0,40404.0
7,16,7,5,30683.0,42135.0
8,16,7,5,32366.0,42440.0
9,16,7,5,32709.0,42318.0
10,16,7,5,32226.0,40483.0
11,16,7,5,30527.0,39754.0
12,16,7,5,29685.0,39485.0
13,16,7,5,28397.0,39686.0
14,16,7,5,27839.0,39728.0
15,16,7,5,28167.0,39161.0
16,16,7,5,29153.0,38059.0
17,16,7,5,30357.0,37433.0
18,16,7,5,31586.0,36838.0
19,16,7,5,31684.0,36646.0
20,16,7,5,31940.0,34154.0
21,16,7,5,30021.0,31556.0
22,16,7,5,27978.0,29470.0
23,16,7,5,26135.0,27756.0
0,17,7,6,24348.0,26536.0
1,17,7,6,23192.0,25966.0
2,17,7,6,22496.0,25665.0
3,17,7,6,22208.0,25339.0
4,17,7,6,21701.0,25627.0
5,17,7,6,21115.0,28255.0
6,17,7,6,22367.0,30683.0
7,17,7,6,23984.0,32366.0
8,17,7,6,25309.0,32709.0
9,17,7,6,26021.0,32226.0
10,17,7,6,26514.0,30527.0
11,17,7,6,26399.0,29685.0
12,17,7,6,25180.0,28397.0
13,17,7,6,23806.0,27839.0
14,17,7,6,23941.0,28167.0
15,17,7,6,24416.0,29153.0
16,17,7,6,25480.0,30357.0
17,17,7,6,27030.0,31586.0
18,17,7,6,29015.0,31684.0
19,17,7,6,29987.0,31940.0
20,17,7,6,31090.0,30021.0
21,17,7,6,30008.0,27978.0
22,17,7,6,27601.0,26135.0
23,17,7,6,25575.0,24348.0
0,18,7,0,23972.0,23192.0
1,18,7,0,23098.0,22496.0
2,18,7,0,22983.0,22208.0
3,18,7,0,23255.0,21701.0
4,18,7,0,24548.0,21115.0
5,18,7,0,28153.0,22367.0
6,18,7,0,33811.0,23984.0
